ts_code,ann_date,end_date,audit_result,audit_agency,audit_sign
300268.SZ,20160423,20151231,保留意见,利安达会计师事务所,"许长英,肖桂香"
300268.SZ,20150424,20141231,带强调事项段的无保留意见,利安达会计师事务所,"许长英,王胜兰"
300268.SZ,20130427,20121231,保留意见,中磊会计师事务所,"邹宏文,黄国华"
300269.SZ,20190427,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"金彬,任玮星"
300269.SZ,20180428,20171231,保留意见,瑞华会计师事务所,"彭中,任玮星"
300270.SZ,20160427,20151231,带强调事项段的无保留意见,天健会计师事务所,"沈培强,杨叶平"
300277.SZ,20140430,20131231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"王季民,汪红宁"
300277.SZ,20130427,20121231,保留意见,天健会计师事务所,"金顺兴,李志光"
300310.SZ,20190425,20181231,保留意见,立信会计师事务所,"吴震,黄春燕"
300312.SZ,20190429,20181231,带强调事项段的无保留意见,北京兴华会计师事务所,"胡毅,叶民"
300313.SZ,20190426,20181231,保留意见,天健会计师事务所,"黄巧梅,曾丽娟"
300317.SZ,20190426,20181231,带强调事项段的无保留意见,立信会计师事务所,"陈延柏,黄翠冬"
300324.SZ,20190427,20181231,保留意见,立信会计师事务所,"常明,孙彦民"
300362.SZ,20190430,20181231,无法表示意见,信永中和会计师事务所,"罗东先,罗洁"
300363.SZ,20190425,20181231,带强调事项段的无保留意见,天健会计师事务所,"陈应爵,黄娜"
300392.SZ,20190427,20181231,保留意见,中兴财光华会计师事务所,"陈发勇,王军"
300392.SZ,20180425,20171231,带强调事项段的无保留意见,信永中和会计师事务所,"季晟,齐桂华"
300392.SZ,20170429,20161231,带强调事项段的无保留意见,信永中和会计师事务所,"季晟,赵月"
300397.SZ,20180426,20171231,带强调事项段的无保留意见,天健会计师事务所,"李永利,周娅"
300397.SZ,20170426,20161231,带强调事项段的无保留意见,天健会计师事务所,"魏五军,周娅"
300399.SZ,20150828,20150630,带强调事项段的无保留意见,大华会计师事务所,"弓新平,李洪仪"
300411.SZ,20180420,20171231,带强调事项段的无保留意见,天健会计师事务所,"朱大为,吴慧"
300426.SZ,20190430,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"周卿,陆炜炜"
300431.SZ,20190427,20181231,保留意见,大华会计师事务所,"郝丽江,易欢"
300445.SZ,20100426,20091231,保留意见,北京永拓会计师事务所,"秦学昌,陈雪梅"
300461.SZ,20190427,20181231,带强调事项段的无保留意见,立信会计师事务所,"钟建栋,吕爱珍"
300528.SZ,20190412,20181231,保留意见,江苏苏亚金诚会计师事务所,"周家文,尤文波"
600052.SH,20170321,20161231,带强调事项段的无保留意见,天健会计师事务所,"朱大为,耿振"
600053.SH,20130416,20121231,带强调事项段的无保留意见,中磊会计师事务所,"冯丽娟,李静"
600053.SH,20100316,20091231,带强调事项段的无保留意见,中磊会计师事务所,"李国平,汪鹏"
600057.SH,20110228,20101231,带强调事项段的无保留意见,天健正信会计师事务所,"刘维,李志平"
600057.SH,20100301,20091231,带强调事项段的无保留意见,天健正信会计师事务所,"刘维,李志平"
600069.SH,20190426,20181231,保留意见,立信会计师事务所,"田立,张福建"
600074.SH,20190426,20181231,无法表示意见,中审华会计师事务所,"单闽,陈汉全"
600074.SH,20180428,20171231,无法表示意见,立信会计师事务所,"宣宜辰,陈雷"
600074.SH,20130426,20121231,带强调事项段的无保留意见,立信会计师事务所,"肖厚祥,潘大亮"
600074.SH,20120427,20111231,带强调事项段的无保留意见,立信会计师事务所,"肖厚祥,潘大亮"
600076.SH,20150331,20141231,带强调事项段的无保留意见,中兴华会计师事务所,"谢维,韩靖"
600076.SH,20140430,20131231,带强调事项段的无保留意见,中兴华会计师事务所,"谢维,王雪梅"
600076.SH,20120414,20111231,带强调事项段的无保留意见,中磊会计师事务所,"谢维,白秀荣"
600076.SH,20110415,20101231,带强调事项段的无保留意见,中磊会计师事务所,"谢维,王继民"
600076.SH,20100410,20091231,带强调事项段的无保留意见,中磊会计师事务所,"谢维,王继民"
600077.SH,20110305,20101231,保留意见,天健会计师事务所,"陈曙,叶卫民"
600077.SH,20100226,20091231,保留意见,山东天恒信会计师事务所,"李玉明,张佃溪"
600078.SH,20170328,20161231,带强调事项段的无保留意见,江苏公证天业会计师事务所,"朱佑敏,刘建峰"
600078.SH,20160429,20151231,带强调事项段的无保留意见,江苏公证天业会计师事务所,"朱佑敏,刘建峰"
600080.SH,20110326,20101231,带强调事项段的无保留意见,国富浩华会计师事务所,"张炳辉,徐连荣"
600080.SH,20100424,20091231,带强调事项段的无保留意见,国富浩华会计师事务所,"杨滨,徐连荣"
600083.SH,20190430,20181231,保留意见,立信会计师事务所,"张之祥,彭敏琴"
600083.SH,20130126,20121231,带强调事项段的无保留意见,立信会计师事务所,"杜小强,张之祥"
600083.SH,20120316,20111231,带强调事项段的无保留意见,立信会计师事务所,"杜小强,张之祥"
600083.SH,20110301,20101231,带强调事项段的无保留意见,立信大华会计师事务所,"姜干,赵超峰"
600084.SH,20190425,20181231,带强调事项段的无保留意见,北京永拓会计师事务所,"丁文,黄冠伟"
600086.SH,20190430,20181231,带强调事项段的无保留意见,大华会计师事务所,"李东坤,彭威"
600086.SH,20190430,20181231,保留意见,大华会计师事务所,"李东坤,彭威"
600091.SH,20180427,20171231,带强调事项段的无保留意见,大信会计师事务所,"吴育岐,鲁家顺"
600091.SH,20170311,20161231,带强调事项段的无保留意见,瑞华会计师事务所,"孙莉,刘建丽"
600091.SH,20160323,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"栾国保,王晓波"
600091.SH,20150430,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"栾国保,王晓波"
600091.SH,20140430,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"栾国保,王晓波"
600091.SH,20130427,20121231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"栾国保,陆海浪"
600091.SH,20120428,20111231,带强调事项段的无保留意见,利安达会计师事务所,"王晓波,李耀堂"
600091.SH,20110427,20101231,带强调事项段的无保留意见,利安达会计师事务所,"王晓波,李耀堂"
600091.SH,20100430,20091231,带强调事项段的无保留意见,利安达会计师事务所,"王晓波,李耀堂"
600093.SH,20110326,20101231,保留意见,北京天圆全会计师事务所,"刘志新,衣志坤"
600094.SH,20110428,20101231,带强调事项段的无保留意见,天职国际会计师事务所,"王传邦,胡国木"
600094.SH,20100416,20091231,带强调事项段的无保留意见,天职国际会计师事务所,"王传邦,胡国木"
600110.SH,20140426,20131231,保留意见,中准会计师事务所,"韩波,徐运生"
600112.SH,20190427,20181231,保留意见,中审华会计师事务所,"张乾明,周志"
600119.SH,20190430,20181231,带强调事项段的无保留意见,立信会计师事务所,"陈竑,彭城"
600122.SH,20190426,20181231,带强调事项段的无保留意见,江苏苏亚金诚会计师事务所,"林雷,郭志东"
600126.SH,20160416,20151231,带强调事项段的无保留意见,天健会计师事务所,"叶卫民,王建兰"
600126.SH,20150418,20141231,带强调事项段的无保留意见,天健会计师事务所,"叶卫民,王建兰"
600139.SH,20190430,20181231,保留意见,瑞华会计师事务所,"陈松波,李瑶"
600139.SH,20180428,20171231,带强调事项段的无保留意见,瑞华会计师事务所,"张翎,李瑶"
600145.SH,20190509,20181231,无法表示意见,四川华信(集团)会计师事务所,"何寿福,何琼莲"
600145.SH,20180428,20171231,保留意见,大华会计师事务所,"胡进科,薛祁明"
600145.SH,20170428,20161231,保留意见,大华会计师事务所,"徐德,薛祈明"
600145.SH,20160428,20151231,带强调事项段的无保留意见,大华会计师事务所,"徐德,高德慧"
600145.SH,20150429,20141231,保留意见,立信会计师事务所,"郭兆刚,史禹"
600145.SH,20140430,20131231,无法表示意见,天职国际会计师事务所,"徐新毅,王传邦"
600145.SH,20100430,20091231,保留意见,天健正信会计师事务所,"龙文虎,张凯"
600146.SH,20190430,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"曹斌,杜会冉"
600146.SH,20160429,20151231,带强调事项段的无保留意见,中兴财光华会计师事务所,"张培军,杜会冉"
600146.SH,20150430,20141231,带强调事项段的无保留意见,中兴财光华会计师事务所,"张培军,杜会冉"
600146.SH,20120428,20111231,保留意见,利安达会计师事务所,"李耀堂,徐宇清"
600146.SH,20110131,20101231,带强调事项段的无保留意见,利安达会计师事务所,"李耀堂,吕庆翔"
600149.SH,20170427,20161231,带强调事项段的无保留意见,中兴华会计师事务所,"郦云斌,许剑辉"
600149.SH,20160324,20151231,带强调事项段的无保留意见,利安达会计师事务所,"郭海兰,尹冬"
600155.SH,20130427,20121231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"徐家敏,李敏"
600155.SH,20120428,20111231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"徐家敏,李敏"
600155.SH,20110430,20101231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"徐家敏,李敏"
600155.SH,20100430,20091231,无法表示意见,四川华信(集团)会计师事务所,"徐家敏,李敏,王映国"
600157.SH,20190430,20181231,带强调事项段的无保留意见,山东和信会计师事务所,"王晖,陆文娟"
600165.SH,20190426,20181231,保留意见,信永中和会计师事务所,"李耀忠,何燕"
600165.SH,20180426,20171231,保留意见,信永中和会计师事务所,"李耀忠,何燕"
600171.SH,20130402,20121231,带强调事项段的无保留意见,大信会计师事务所,"钟永和,王和忠"
600172.SH,20180426,20171231,保留意见,大信会计师事务所,"范金池,杜卫"
600179.SH,20190430,20181231,带强调事项段的无保留意见,华普天健会计师事务所,"郑磊,何平平"
600179.SH,20160429,20151231,带强调事项段的无保留意见,立信会计师事务所,"林盛,李新刚"
600179.SH,20150822,20150630,带强调事项段的无保留意见,立信会计师事务所,"李新刚,林盛"
600179.SH,20150303,20141231,带强调事项段的无保留意见,立信会计师事务所,"林盛,李新刚"
600179.SH,20140418,20131231,带强调事项段的无保留意见,天职国际会计师事务所,"王君,王世海"
600179.SH,20130329,20121231,带强调事项段的无保留意见,天职国际会计师事务所,"王君,王世海"
600179.SH,20120419,20111231,带强调事项段的无保留意见,天职国际会计师事务所,"文武兴,汪吉军"
600180.SH,20120330,20111231,保留意见,立信会计师事务所,"吴蓉,张芳"
600180.SH,20110430,20101231,保留意见,山东正源和信会计师事务所,"刘元锁,单英明"
600180.SH,20100430,20091231,无法表示意见,山东正源和信会计师事务所,"刘元锁,单英明"
600182.SH,20110219,20101231,带强调事项段的无保留意见,北京永拓会计师事务所,"程燕,傅刚"
600186.SH,20190426,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"侯胜利,杜丽"
600186.SH,20150430,20141231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"尹超文,王子龙"
600186.SH,20140430,20131231,保留意见,亚太(集团)会计师事务所,"马凤菊,宋新军"
600186.SH,20130427,20121231,保留意见,亚太(集团)会计师事务所,"党惠如,马凤菊"
600186.SH,20120428,20111231,保留意见,亚太(集团)会计师事务所,"党惠如,马凤菊"
600186.SH,20110430,20101231,保留意见,亚太(集团)会计师事务所,"马凤菊,党惠如"
600186.SH,20100430,20091231,保留意见,亚太(集团)会计师事务所,"党惠如,刘俊"
600193.SH,20180428,20171231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"杨文蔚,关文源"
600193.SH,20150423,20141231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"冼宏飞,关文源"
600193.SH,20140426,20131231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"冼宏飞,关文源"
600198.SH,20180426,20171231,带强调事项段的无保留意见,立信会计师事务所,"张军书,安行"
600212.SH,20160408,20151231,带强调事项段的无保留意见,山东和信会计师事务所,"赵卫华,裴广锋"
600212.SH,20150423,20141231,带强调事项段的无保留意见,山东和信会计师事务所,"赵卫华,包西成"
600217.SH,20120313,20111231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"刘贵彬,方建军"
600217.SH,20100318,20091231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"黄丽琼,任军强"
600221.SH,20190430,20181231,带强调事项段的无保留意见,普华永道中天会计师事务所,"杨旭东,陶碧森"
600228.SH,20170311,20161231,带强调事项段的无保留意见,大华会计师事务所,"丁莉,刘勇"
600228.SH,20160319,20151231,带强调事项段的无保留意见,大华会计师事务所,"丁莉,刘勇"
600228.SH,20150312,20141231,带强调事项段的无保留意见,大华会计师事务所,"周益平,刘勇"
600228.SH,20140430,20131231,带强调事项段的无保留意见,大华会计师事务所,"周益平,刘勇"
600228.SH,20130326,20121231,带强调事项段的无保留意见,大华会计师事务所,"周益平,刘勇"
600228.SH,20120410,20111231,带强调事项段的无保留意见,大华会计师事务所,"周益平,管丁才"
600228.SH,20110423,20101231,带强调事项段的无保留意见,立信大华会计师事务所,"周益平,赵翠英"
600231.SH,20140430,20131231,带强调事项段的无保留意见,华普天健会计师事务所,"魏弘,关涛,张静"
600234.SH,20190426,20181231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"王旭彬,张腾"
600234.SH,20180428,20171231,带强调事项段的无保留意见,立信会计师事务所,"张勇,王泽晖"
600234.SH,20170318,20161231,带强调事项段的无保留意见,立信会计师事务所,"张勇,王泽晖"
600234.SH,20160429,20151231,保留意见,中喜会计师事务所,"马燕,梁亚靖"
600234.SH,20130426,20121231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
600234.SH,20120320,20111231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
600234.SH,20110131,20101231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
600234.SH,20100325,20091231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
600240.SH,20190427,20181231,无法表示意见,大华会计师事务所,"邱俊洲,陈磊"
600247.SH,20190430,20181231,保留意见,亚太(集团)会计师事务所,"王庆华,周方奇"
600247.SH,20180428,20171231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"王庆华,周方奇"
600247.SH,20170429,20161231,保留意见,亚太(集团)会计师事务所,"王庆华,周方奇"
600247.SH,20160428,20151231,保留意见,亚太(集团)会计师事务所,"王庆华,周方奇"
600247.SH,20150430,20141231,保留意见,亚太(集团)会计师事务所,"王庆华,周方奇"
600247.SH,20140628,20131231,无法表示意见,亚太(集团)会计师事务所,"周英,周含军"
600250.SH,20120428,20111231,保留意见,立信会计师事务所,"伍敏,张爱国"
600255.SH,20190430,20181231,保留意见,华普天健会计师事务所,"毛伟,程超,郑鹏飞"
600256.SH,20130422,20121231,带强调事项段的无保留意见,大华会计师事务所,"张晓义,高德惠"
600258.SH,20110312,20101231,带强调事项段的无保留意见,京都天华会计师事务所,"童登书,高楠"
600258.SH,20100410,20091231,带强调事项段的无保留意见,京都天华会计师事务所,"童登书,高楠"
600262.SH,20160426,20151231,带强调事项段的无保留意见,中勤万信会计师事务所,"张国华,陈明生"
600265.SH,20180324,20171231,带强调事项段的无保留意见,信永中和会计师事务所,"鲍琼,李秋霞"
600265.SH,20160429,20151231,带强调事项段的无保留意见,信永中和会计师事务所,"鲍琼,朱法欢"
600265.SH,20150425,20141231,带强调事项段的无保留意见,信永中和会计师事务所,"鲍琼,朱法欢"
600265.SH,20140419,20131231,保留意见,信永中和会计师事务所,"张为,朱法欢"
600265.SH,20130427,20121231,保留意见,信永中和会计师事务所,"魏勇,朱法欢"
600275.SH,20190424,20181231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,吴萍"
600275.SH,20180427,20171231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,吴萍"
600275.SH,20170428,20161231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,蹇小平"
600275.SH,20160420,20151231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,蹇小平"
600275.SH,20150418,20141231,带强调事项段的无保留意见,中勤万信会计师事务所,"覃丽君,蹇小平"
600275.SH,20140425,20131231,带强调事项段的无保留意见,中勤万信会计师事务所,"覃丽君,蹇小平"
600275.SH,20130329,20121231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,蹇小平"
600275.SH,20120324,20111231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,何煜鑫"
600275.SH,20110428,20101231,带强调事项段的无保留意见,中勤万信会计师事务所,"覃丽君,肖捷"
600275.SH,20100430,20091231,带强调事项段的无保留意见,中勤万信会计师事务所,"叶忠辉,覃丽君"
600281.SH,20190330,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"王亮,刘连伟"
600281.SH,20180421,20171231,带强调事项段的无保留意见,中兴财光华会计师事务所,"王亮,谭寿成"
600281.SH,20170429,20161231,带强调事项段的无保留意见,中兴财光华会计师事务所,"王亮,谭寿成"
600281.SH,20160429,20151231,带强调事项段的无保留意见,致同会计师事务所,"王玉才,王增民"
600281.SH,20150428,20141231,带强调事项段的无保留意见,致同会计师事务所,"王玉才,王增民"
600289.SH,20190427,20181231,保留意见,致同会计师事务所,"刘存有,周全龙"
600289.SH,20180425,20171231,无法表示意见,致同会计师事务所,"刘存有,周全龙"
600289.SH,20110330,20101231,带强调事项段的无保留意见,天健正信会计师事务所,"周全龙,刘存有"
600289.SH,20100310,20091231,带强调事项段的无保留意见,天健正信会计师事务所,"周全龙,刘存有"
600290.SH,20130423,20121231,带强调事项段的无保留意见,天健会计师事务所,"朱大为,陈素素"
600301.SH,20180210,20171231,带强调事项段的无保留意见,瑞华会计师事务所,"刘毅,刘业美"
600301.SH,20170330,20161231,带强调事项段的无保留意见,瑞华会计师事务所,"岑敬,刘业美"
600301.SH,20160324,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"岑敬,刘业美"
600301.SH,20150422,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"桑涛,徐凌"
600301.SH,20140415,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"桑涛,黄怀颖"
600301.SH,20130427,20121231,带强调事项段的无保留意见,国富浩华会计师事务所,"桑涛,黄怀颖"
600301.SH,20120427,20111231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"黄怀颖,闫靖"
600301.SH,20110329,20101231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"贺琬株,黄怀颖"
600301.SH,20100423,20091231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"刘丹,黄怀颖"
600306.SH,20190426,20181231,带强调事项段的无保留意见,大华会计师事务所,王秀玉王灵霞
600306.SH,20190426,20181231,带强调事项段的无保留意见,大华会计师事务所,"王秀玉,王灵霞"
600310.SH,20180426,20171231,带强调事项段的无保留意见,大信会计师事务所,"李炜,肖琳"
600310.SH,20140328,20131231,带强调事项段的无保留意见,大信会计师事务所,"陈菁佩,李斌"
600311.SH,20100427,20091231,保留意见,国富浩华会计师事务所,"唐洪广,张海英"
600313.SH,20180427,20171231,保留意见,信永中和会计师事务所,"张萱,刘志锋"
600313.SH,20110427,20101231,带强调事项段的无保留意见,利安达会计师事务所,"黄程,赵国辉"
600313.SH,20100430,20091231,带强调事项段的无保留意见,利安达会计师事务所,"黄程,姜永青"
600319.SH,20190430,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"王夕贤,李满"
600319.SH,20180324,20171231,带强调事项段的无保留意见,瑞华会计师事务所,"王夕贤,王宗佩"
600319.SH,20170218,20161231,带强调事项段的无保留意见,瑞华会计师事务所,"赵艳美,王宗佩"
600319.SH,20160326,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"赵艳美,王宗佩"
600319.SH,20150321,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"赵艳美,王宗佩"
600319.SH,20140426,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"赵艳美,王宗佩"
600319.SH,20130426,20121231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"赵艳美,王宗佩"
600319.SH,20120428,20111231,保留意见,山东正源和信会计师事务所,"张中峰,花建平"
600319.SH,20110301,20101231,保留意见,山东正源和信会计师事务所,"张中峰,吴朋波"
600331.SH,20190427,20181231,带强调事项段的无保留意见,天健会计师事务所,"康雪艳,杨兰"
600331.SH,20180427,20171231,保留意见,天健会计师事务所,"金顺兴,刘洁"
600331.SH,20170428,20161231,带强调事项段的无保留意见,天健会计师事务所,"章为纲,刘志永"
600331.SH,20160429,20151231,带强调事项段的无保留意见,天健会计师事务所,"章为纲,刘志永"
600331.SH,20150429,20141231,带强调事项段的无保留意见,天健会计师事务所,"章为纲,刘志永"
600331.SH,20140315,20131231,带强调事项段的无保留意见,天健会计师事务所,"章为纲,刘志永"
600331.SH,20130425,20121231,带强调事项段的无保留意见,天健会计师事务所,"周荣铭,刘志永"
600339.SH,20160416,20151231,带强调事项段的无保留意见,中审华寅五洲会计师事务所,"张静,常姗姗"
600359.SH,20110430,20101231,保留意见,国富浩华会计师事务所,"范增裕,白惠良"
600359.SH,20100302,20091231,保留意见,国富浩华会计师事务所,"范增裕,白惠良"
600368.SH,20160415,20151231,带强调事项段的无保留意见,致同会计师事务所,"丘树旺,石昊"
600368.SH,20150428,20141231,保留意见,瑞华会计师事务所,"覃业庆,魏国光"
600368.SH,20140410,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"覃业庆,洪霞"
600373.SH,20100427,20091231,带强调事项段的无保留意见,立信大华会计师事务所,"管丁才,丁莉"
600381.SH,20160419,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"仲成贵,江波"
600381.SH,20150131,20141231,带强调事项段的无保留意见,瑞华会计师事务所,"仲成贵,白慧良"
600381.SH,20140731,20140630,带强调事项段的无保留意见,瑞华会计师事务所,"仲成贵,江波"
600381.SH,20140430,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"仲成贵,江波"
600381.SH,20130426,20121231,无法表示意见,众环海华会计师事务所,"肖峰,黄晓华"
600381.SH,20100210,20091231,带强调事项段的无保留意见,武汉众环会计师事务所,"吴杰,黄晓华"
600385.SH,20190425,20181231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,杨国"
600385.SH,20190425,20181231,保留意见,山东和信会计师事务所,"左伟,杨国"
600385.SH,20180418,20171231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,杨国"
600385.SH,20170426,20161231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,韩晓杰"
600385.SH,20160428,20151231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,郭金明"
600385.SH,20150425,20141231,带强调事项段的无保留意见,山东和信会计师事务所,"刘守堂,张中峰"
600385.SH,20140426,20131231,带强调事项段的无保留意见,山东和信会计师事务所,"刘守堂,张中峰"
600385.SH,20130426,20121231,带强调事项段的无保留意见,山东正源和信会计师事务所,"刘守堂,张中峰"
600385.SH,20120419,20111231,带强调事项段的无保留意见,山东正源和信会计师事务所,"刘守堂,张中峰"
600385.SH,20110422,20101231,带强调事项段的无保留意见,山东正源和信会计师事务所,"刘守堂,张中峰"
600385.SH,20100423,20091231,带强调事项段的无保留意见,山东正源和信会计师事务所,"张中峰,宗军"
600392.SH,20120830,20120630,带强调事项段的无保留意见,中瑞岳华会计师事务所,"姜斌,周利君"
600392.SH,20120428,20111231,带强调事项段的无保留意见,立信会计师事务所,"刘志红,于玮"
600393.SH,20190430,20181231,带强调事项段的无保留意见,中审众环会计师事务所,"吴杰,陈刚"
600399.SH,20180626,20171231,无法表示意见,中准会计师事务所,"宋连作,董震"
600399.SH,20170329,20161231,带强调事项段的无保留意见,中准会计师事务所,"臧德盛,董震"
600401.SH,20190430,20181231,无法表示意见,大华会计师事务所,"张燕,谭荣"
600401.SH,20180428,20171231,无法表示意见,大华会计师事务所,"张燕,谭荣"
600401.SH,20170429,20161231,无法表示意见,大华会计师事务所,"张燕,谭荣"
600401.SH,20150423,20141231,带强调事项段的无保留意见,立信会计师事务所,"诸旭敏,葛晨煜"
600403.SH,20170324,20161231,带强调事项段的无保留意见,希格玛会计师事务所,"徐伟,赵琰"
600403.SH,20160409,20151231,带强调事项段的无保留意见,中勤万信会计师事务所,"李述喜,杨晓峰"
600403.SH,20150415,20141231,保留意见,中勤万信会计师事务所,"李述喜,杨晓峰"
600403.SH,20140416,20131231,保留意见,中勤万信会计师事务所,"李述喜,王建"
600408.SH,20190322,20181231,带强调事项段的无保留意见,立信会计师事务所,"刘志红,杨晋峰"
600408.SH,20180421,20171231,带强调事项段的无保留意见,立信会计师事务所,"张新发,杨晋峰"
600408.SH,20170125,20161231,带强调事项段的无保留意见,立信会计师事务所,"张新发,杨晋峰"
600408.SH,20160305,20151231,带强调事项段的无保留意见,立信会计师事务所,"张新发,杨晋峰"
600408.SH,20150430,20141231,带强调事项段的无保留意见,立信会计师事务所,"于玮,张新发"
600419.SH,20130801,20130630,带强调事项段的无保留意见,立信会计师事务所,"朱瑛,倪晓滨"
600419.SH,20130131,20121231,带强调事项段的无保留意见,立信会计师事务所,"朱瑛,倪晓滨"
600419.SH,20120410,20111231,带强调事项段的无保留意见,立信会计师事务所,"朱瑛,倪晓滨"
600419.SH,20110422,20101231,带强调事项段的无保留意见,立信会计师事务所,"朱瑛,徐珍"
600419.SH,20100402,20091231,带强调事项段的无保留意见,立信会计师事务所,"朱瑛,徐珍"
600421.SH,20190426,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"周卿,谢向黎"
600421.SH,20180428,20171231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,周莉"
600421.SH,20170427,20161231,带强调事项段的无保留意见,立信会计师事务所,"封磊,周莉"
600421.SH,20160428,20151231,带强调事项段的无保留意见,立信会计师事务所,"封磊,谭红梅"
600421.SH,20150430,20141231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,陶奇"
600421.SH,20130205,20121231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,陶奇"
600421.SH,20120427,20111231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,陶奇"
600421.SH,20110426,20101231,带强调事项段的无保留意见,立信会计师事务所,"周铮文,陶奇"
600421.SH,20100427,20091231,保留意见,中审亚太会计师事务所,"余秉立,杨涛"
600423.SH,20190319,20181231,带强调事项段的无保留意见,大信会计师事务所,"陈鹏,姚翠玲"
600423.SH,20180210,20171231,带强调事项段的无保留意见,大信会计师事务所,"陈鹏,姚翠玲"
600423.SH,20170429,20161231,带强调事项段的无保留意见,大信会计师事务所,"李炜,姚翠玲"
600444.SH,20150417,20141231,带强调事项段的无保留意见,大华会计师事务所,"李静,刘力争"
600444.SH,20140228,20131231,带强调事项段的无保留意见,大华会计师事务所,"李静,刘力争"
600444.SH,20130426,20121231,带强调事项段的无保留意见,大华会计师事务所,"李静,吕勇军"
600444.SH,20120409,20111231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"刘涛,龚义华"
600462.SH,20190430,20181231,无法表示意见,大信会计师事务所,"杨昕,肖祖光"
600462.SH,20120427,20111231,无法表示意见,中准会计师事务所,"韩波,赵德权"
600462.SH,20110319,20101231,带强调事项段的无保留意见,中准会计师事务所,"徐运生,刘昆"
600462.SH,20100423,20091231,带强调事项段的无保留意见,中准会计师事务所,"徐运生,刘昆"
600478.SH,20170325,20161231,带强调事项段的无保留意见,天健会计师事务所,"刘钢跃,郑生军"
600485.SH,20190429,20181231,无法表示意见,致同会计师事务所,"刘均山,刘永学"
600485.SH,20180428,20171231,保留意见,致同会计师事务所,"刘均山,刘永学"
600490.SH,20190425,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"吴小辉,汪小刚"
600515.SH,20190430,20181231,带强调事项段的无保留意见,中审众环会计师事务所,"卢剑,吴馁"
600515.SH,20110322,20101231,带强调事项段的无保留意见,中审亚太会计师事务所,"李志林,王中林"
600515.SH,20100331,20091231,带强调事项段的无保留意见,中审亚太会计师事务所,"李志林,胡昌喜"
600516.SH,20111031,20110930,带强调事项段的无保留意见,国富浩华会计师事务所,"刘志文,宫岩"
600516.SH,20110126,20101231,带强调事项段的无保留意见,国富浩华会计师事务所,"刘志文,宫岩"
600516.SH,20100429,20091231,带强调事项段的无保留意见,国富浩华会计师事务所,"宫岩,赵燕"
